Timestamp,BatchID,TotalSpectra,Concurrency,TotalBatchTime_ms,AvgSpectrumTime_ms,MinSpectrumTime_ms,MaxSpectrumTime_ms,SuccessRate,AvgChiSquare,SpectraPerSecond,EfficiencyScore,CircuitCode,OptimizationMethod
2025-12-08T12:34:23+01:00,diode_test_453_files_1765193657,453,4,6302.77,55.61,5.88,164.59,100.0,7.504460e-02,71.87,0.999,R(QR),nelder-mead
2025-12-08T12:34:51+01:00,diode_test_453_files_1765193684,453,4,6555.35,57.83,6.42,212.83,100.0,7.504460e-02,69.10,0.999,R(QR),nelder-mead
